Timestamp,Event Type,Assigned Spot
2025-08-19 11:03:30,EXIT,2:3
2025-08-19 11:03:31,EXIT,3:29
2025-08-19 11:03:32,EXIT,3:37
2025-08-19 11:03:33,ARRIVAL,2:4
2025-08-19 11:03:34,EXIT,3:15
2025-08-19 11:03:35,ARRIVAL,2:35
2025-08-19 11:03:36,EXIT,3:16
2025-08-19 11:03:37,EXIT,1:18
2025-08-19 11:03:38,EXIT,1:9
2025-08-19 11:03:39,EXIT,1:23
2025-08-19 11:03:40,ARRIVAL,3:37
2025-08-19 11:03:41,EXIT,3:21
2025-08-19 11:03:42,ARRIVAL,3:9
2025-08-19 11:03:43,EXIT,3:22
2025-08-19 11:03:44,EXIT,2:35
2025-08-19 11:03:45,EXIT,1:45
2025-08-19 11:03:46,EXIT,3:37
2025-08-19 11:03:47,EXIT,2:9
2025-08-19 11:03:48,EXIT,1:26
2025-08-19 11:03:49,EXIT,2:20
2025-08-19 11:03:50,ARRIVAL,3:30
2025-08-19 11:03:51,EXIT,1:30
2025-08-19 11:03:52,EXIT,1:42
2025-08-19 11:03:53,EXIT,3:30
2025-08-19 11:03:54,EXIT,1:17
2025-08-19 11:03:55,EXIT,2:4
2025-08-19 11:03:56,EXIT,1:13
2025-08-19 11:03:57,EXIT,2:8
2025-08-19 11:03:58,EXIT,3:9
2025-08-19 11:03:59,EXIT,1:44
2025-08-19 11:04:00,EXIT,2:18
2025-08-19 11:04:01,EXIT,2:29
2025-08-19 11:04:02,EXIT,2:17
2025-08-19 11:04:05,EXIT,3:24
2025-08-19 11:04:05,ARRIVAL,1:34
2025-08-19 11:04:05,EXIT,1:34
2025-08-19 11:04:06,ARRIVAL,1:32
2025-08-19 11:04:07,EXIT,1:32
2025-08-19 11:04:08,ARRIVAL,1:34
2025-08-19 11:04:10,ARRIVAL,1:27
2025-08-19 11:04:10,EXIT,1:34
2025-08-19 11:04:11,EXIT,1:27
2025-08-19 11:04:12,ARRIVAL,1:35
2025-08-19 11:04:13,EXIT,1:35
